Record #,Record Type,Title,Type of Improvement,Date Issued,Type of Property,Full Address,Estimated Project Value,Contractor Used,Project Description
HVAC-25-276,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,8/29/2025 12:37,Residential,"634 EDGEWOOD ST SE, NORTH CANTON, OH 44720",8026,SITTLER ENTERPRISES,
PLMB-25-163,Plumbing Permit,Residential Plumbing Permit,Natural Gas Line,8/28/2025 18:42,Residential,"1212 WESTVIEW CIR SE, NORTH CANTON, OH 44720",800,Heartland Home Services dba Blind and Sons LLC,15' gas line to generator job 81119304 - inside tap 
PLMB-25-162,Plumbing Permit,Residential Plumbing Permit,Water Heater,9/18/2025 19:01,Residential,"1390 CIRCLE HILL RD SE, NORTH CANTON, OH 44720",650,,Water heater install
ELCT-25-139,Electrical Permit,Residential Electrical Permit,"Outlets, Switches, and/or Lights",8/28/2025 15:31,Residential,"330 CORDELIA ST SW, NORTH CANTON, OH 44720",650,Abbott Electric Inc,Install interior sump pump outlet. 
PLMB-25-161,Plumbing Permit,Residential Plumbing Permit,Water Heater,8/29/2025 18:18,Residential,"1026 OAKWOOD ST SE, NORTH CANTON, OH 44720",759,New Phoenix Enterprises dba APPC Plumbing Services,replace Rheem 40 gal gas hwt $759 for John Pound 330-495-1158
RBLD-25-125,Residential Building Permit,Residential Building Permit,Other,8/28/2025 18:14,Residential,"129 MIDDLESWORTH AVE SW, NORTH CANTON, OH 44720",10087.8,Ecohouse LLC,Residential rooftop solar
WNDW-25-67,Window Permit,Residential Window Permit,Replacement (Exact),8/28/2025 11:16,Residential,"727 W MAPLE ST, NORTH CANTON, OH 44720",22943,,REMOVE & REPLACE 8 WINDOWS; LIKE FOR LIKE SIZE; NO STRUCTURAL CHANGES
ELCT-25-137,Electrical Permit,Residential Electrical Permit,New Construction/Addition,8/27/2025 16:32,Residential,"920 ROYAL OAK AVE NE, NORTH CANTON, OH 44720",24055,"O.D. Miller Electric Co., Inc.",Temp pole and new construction
HVAC-25-275,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,8/27/2025 13:27,Residential,"723 BACHTEL ST SE, NORTH CANTON, OH 44720",5000,Heartland Home Services dba Blind and Sons LLC,
ROOF-25-155,Roof Permit,Residential Roof Permit,New/ Re-Roof,8/26/2025 18:37,Residential,"222 WOODSIDE AVE NE, NORTH CANTON, OH 44720",8064.2,Country Roofing & Exteriors LLC,Re-roof
ELCT-25-136,Electrical Permit,Residential Electrical Permit,Alteration/Remodel,9/16/2025 16:09,Residential,"2061 KINGSCOTE CIR NE, NORTH CANTON, OH 44720",25000,,Partial finish of basement
RBLD-25-124,Residential Building Permit,Residential Building Permit,Addition,9/9/2025 14:27,Residential,"1475 HILLBROOK AVE SE, NORTH CANTON, OH 44709",20000,ProWindow and Home Renovation,Adding roofline porches above front and rear entrance and stamped concrete toreplace existing concrete and pavers 
PLMB-25-165,Plumbing Permit,Commercial Plumbing Permit,Water Heater,9/8/2025 15:14,Commercial/Industrial,"428 SHERATON DR NW, Unit 452, NORTH CANTON, OH 44720",400,ASAP PLUMBING LLC ,Hot Water Tank
RBLD-25-123,Residential Building Permit,Residential Building Permit,Other,9/9/2025 18:10,Residential,"1302 LORRELL AVE SW, NORTH CANTON, OH 44720",16666.8,Ecohouse LLC,Residential rooftop solar
ROOF-25-162,Roof Permit,Residential Roof Permit,New/ Re-Roof,9/9/2025 15:01,Residential,"1616 GREENWAY RD SE, NORTH CANTON, OH 44709",15060,"Shane Fisk Roofing Co,Inc",Complete tear off/ice & water barrier/synthetic underlayment/drip edge/certainteed shingles/Flash chimney
HVAC-25-274,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,8/25/2025 13:12,Residential,"514 W MAPLE ST, NORTH CANTON, OH 44720",8000,Warstler Heating and Cooling,
ELCT-25-134,Electrical Permit,Residential Electrical Permit,Generator,9/22/2025 12:15,Residential,"1212 WESTVIEW CIR SE, NORTH CANTON, OH 44720",14075,DOLPHIN GROUP INC DBA DOLPHIN ELECTRIC,Installation of whole house standby generator 
WNDW-25-65,Window Permit,Commercial Window Permit,Replacement (Exact),8/25/2025 17:27,Commercial/Industrial,"907 S MAIN ST, NORTH CANTON, OH 44720",17144,,25 replacement windows
ROOF-25-154,Roof Permit,Residential Roof Permit,New/ Re-Roof,8/22/2025 16:10,Residential,"1245 OVERLAND AVE NE, NORTH CANTON, OH 44720",10000,,"Removal of existing roofing materials Inspection of the roof deck Replacement of the roof deck,if needed Installation of new roofing materials "
ROOF-25-153,Roof Permit,Residential Roof Permit,New/ Re-Roof,8/22/2025 16:17,Residential,"1009 TERRACE RD NW, NORTH CANTON, OH 44720",8900,TROYER'S ROOFING ,Replace roof 
HVAC-25-273,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,8/22/2025 14:09,Residential,"1515 ALEXANDRIA PKWY SE, NORTH CANTON, OH 44709",2500,"Lakes Heating and Air Conditioning, Inc",
HVAC-25-272,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,8/22/2025 13:21,Residential,"855 9TH ST NE, NORTH CANTON, OH 44720",10338,Shanklin Heating and Air Conditioning LLC,
ROOF-25-151,Roof Permit,Residential Roof Permit,New/ Re-Roof,8/22/2025 12:29,Residential,"508 WISE AVE SE, NORTH CANTON, OH 44720",13850,Apple creek roofing,"Tearoff shingles , install 12 inch finished overhangs on gable ends , install ice guard per code"
ROOF-25-152,Roof Permit,Residential Roof Permit,New/ Re-Roof,8/22/2025 13:53,Residential,"1118 CLINTON AVE SE, NORTH CANTON, OH 44720",11000,Division 1 Roofing,Re Roof
HVAC-25-271,HVAC/Mechanical Permit,Commercial HVAC/Mechanical Permit,Furnace/Air Conditioner,8/21/2025 14:47,Commercial/Industrial,"287 WILBUR DR NE, Unit 10, NORTH CANTON, OH 44720",3363,Wyles Heating & Air Conditioning,
ROOF-25-150,Roof Permit,Residential Roof Permit,New/ Re-Roof,8/21/2025 15:02,Residential,"2010 WYNSTONE CIR NE, NORTH CANTON, OH 44720",13500,Country Roofing & Exteriors LLC,Re-roof
ROOF-25-149,Roof Permit,Residential Roof Permit,New/ Re-Roof,8/20/2025 15:22,Residential,"924 HILLCREST AVE SW, NORTH CANTON, OH 44720",15900,Crest roofing,Metal roof layover
ELCT-25-133,Electrical Permit,Residential Electrical Permit,Alteration/Remodel,8/20/2025 13:44,Residential,"1110 BROWNING AVE NW, NORTH CANTON, OH 44720",14905,"Thompson Electric, Inc.","Electrical work corresponding with RBLD-25-78Rewire Home-  Breezeway- (3) switches, (2) coach lights, (1) ceiling fan, (4) outlets, (1) weather proof outlet Garage- (3) switches, (2) coach lights, (2) keyless lights, (2) outlets, (1) opener outlets Living Room- (2) switches, (1) coach light, (6) outlets, (1) weather proof outlet Kitchen- (3) switches, (2) lights, (6) outlets, (1) dishwasher/ disposal pre-wire, (1) hood fan rewire, (1) range outlet Bathroom- (3) switches, (1) light, (1) exhaust fan/ light, (1) outlet Hallway- (1) switch, (1) light, (1) outlet Master Bathroom- (2) switches, (1) light, (1) outlet Master Bedroom- (2) switches, (1) ceiling fan, (1) closet light, (5) outlets Bedroom #2- (1) switch, (1) ceiling fan, (5) outlets Office- (1) switch, (4) outlets Basement- (4) switches, (8) lights, (7) outlets, (1) sump outlet, (1) furnace circuit, (1) A/C circuit, (1) washer outlet, (1) dryer outlet, (1) gas range outlet, (2) fridge outlets Basement Bathroom- (2) switches, (1) light, (1) recess light, (3) outlets Demo All Existing Wiring Service- (1) 100AMP service – complete Code Updates – Add smoke detector per code, add exhaust fan at basement bath, Arc fault breakers"
HVAC-25-270,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,8/20/2025 13:51,Residential,"154 HALLUM ST SW, NORTH CANTON, OH 44720",4850,GMC Heating & Cooling Inc.,
ELCT-25-132,Electrical Permit,Residential Electrical Permit,New Construction/Addition,8/20/2025 14:13,Residential,"975 DUNWAY AVE NE, NORTH CANTON, OH 44720",850,bright electric,run wires add outlet and lights in outside structure
HVAC-25-269,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,8/21/2025 12:08,Residential,"1138 LINDY LANE AVE SW, NORTH CANTON, OH 44720",5500,"JENNINGS HEATING COMPANY, INC",
RBLD-25-122,Residential Building Permit,Residential Building Permit,Other,8/25/2025 12:17,Residential,"1278 LIPTON AVE SW, NORTH CANTON, OH 44720",6196,Ecohouse LLC,Residential rooftop solar
HVAC-25-268,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,8/19/2025 16:01,Residential,"323 TANGLEWOOD DR SW, NORTH CANTON, OH 44720",10187,Miracle Plumbing & Heating Co. Inc,
RBLD-25-121,Residential Building Permit,Residential Building Permit,Other,8/25/2025 12:16,Residential,"710 FURBEE AVE SW, NORTH CANTON, OH 44720",10740,Ecohouse LLC,Residential rooftop solar
ROOF-25-148,Roof Permit,Residential Roof Permit,New/ Re-Roof,8/19/2025 14:07,Residential,"1901 WYNSTONE CIR NE, NORTH CANTON, OH 44720",19000,Swigert Construction LLC,Tear off roof reroof
HVAC-25-267,HVAC/Mechanical Permit,Commercial HVAC/Mechanical Permit,Furnace/Air Conditioner,8/19/2025 13:57,Commercial/Industrial,"1165 N MAIN ST, NORTH CANTON, OH 44720",3900,"Conrad's Heating & Cooling Services, Inc.",
ROOF-25-147,Roof Permit,Residential Roof Permit,New/ Re-Roof,8/19/2025 13:11,Residential,"210 BRIAR AVE NE, NORTH CANTON, OH 44720",9660,Bronco Roofing llc ,"remove and replace roof on house and attached garage. Install new drip edge, ice guard, felt paper, starter shingles, ridge vent, ridge cap and flashing as need. replace bad wood as needed."
ELCT-25-131,Electrical Permit,Commercial Electrical Permit,Other,8/19/2025 16:34,Commercial/Industrial,"1165 N MAIN ST, NORTH CANTON, OH 44720",1000,MEHOLICK ELECTRIC LLC,"new circuits from panel to roof top unit, add outlet on disconnect."
ROOF-25-146,Roof Permit,Residential Roof Permit,New/ Re-Roof,8/25/2025 12:38,Residential,"1969 KINGSCOTE CIR NE, NORTH CANTON, OH 44720",10287,"Genesis Windows, Doors and More LLC",Complete shingle and accessories tear off down to the decking. Inspect sheeting and replace soft or rotted sections. Install Summit 60 Synthetic underlayment. Install winter guard/Iceguard on all eves and valleys. Install all new pipe boots and drip edge on all eves and rakes. Install all new Shinglevent II ridge vent and hip and ridge cap shingles. Shingles to be Atlas Pinnacle Pristine Architectural shingles ....Clean up and a happy customer.
ELCT-25-128,Electrical Permit,Residential Electrical Permit,Other,9/17/2025 20:14,Residential,"817 HARMON ST SW, NORTH CANTON, OH 44720",7435,Ecohouse LLC,Residential rooftop solar project
RBLD-25-120,Residential Building Permit,Residential Building Permit,Other,8/25/2025 12:16,Residential,"817 HARMON ST SW, NORTH CANTON, OH 44720",7435,Ecohouse LLC,Residential solar rooftop project. There are certified stamped designs.
ROOF-25-145,Roof Permit,Residential Roof Permit,New/ Re-Roof,8/18/2025 14:11,Residential,"1018 LYNBROOK ST SE, NORTH CANTON, OH 44720",21564,Erie Construction Mid-West LLC,"Erie to furnish and install fiberglass dimensional shingle.Erie to furnish and install all accessories that may include drip edge, pipe boots,and flashing.Erie to vent roof properly.Erie to furnish and install Premium Synthetic Underlayment.Erie to prep home for roof over of existing shingles "
HVAC-25-266,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,8/18/2025 13:18,Residential,"363 ROSE LANE ST SW, NORTH CANTON, OH 44720",8000,Martinov Home Solutions,
ELCT-25-126,Electrical Permit,Residential Electrical Permit,Pool,8/18/2025 13:32,Residential,"881 Honeysuckle Cir NE, North Canton, Oh 44720",3500,"Sunshine Electric, Inc","New 50amp sub panel,   3 20 amp 120 volt circuits for pump, heater and auto cover, Pool bonding"
ROOF-25-144,Roof Permit,Residential Roof Permit,New/ Re-Roof,8/18/2025 12:49,Residential,"510 LORENA ST SW, NORTH CANTON, OH 44720",14760,Country Roofing & Exteriors LLC,Re-roof
ELCT-25-125,Electrical Permit,Residential Electrical Permit,"Outlets, Switches, and/or Lights",8/15/2025 14:04,Residential,"1050 PICKFORDE DR NE, NORTH CANTON, OH 44720",400,TNT Electric,bath remodel
HVAC-25-265,HVAC/Mechanical Permit,Commercial HVAC/Mechanical Permit,Roof Top Unit,8/26/2025 16:25,Commercial/Industrial,"1280 S MAIN ST, NORTH CANTON, OH 44720",36000,All American Heating and Cooling Inc,
ROOF-25-143,Roof Permit,Residential Roof Permit,New/ Re-Roof,8/15/2025 14:06,Residential,"225 ABBEYSHIRE AVE SE, NORTH CANTON, OH 44720",4658,Yoder Roofing,"Removing of all shingles, replaceing any bad wood.replacing all flashings,synthetic underlayment"
ROOF-25-142,Roof Permit,Residential Roof Permit,New/ Re-Roof,8/15/2025 13:25,Residential,"1129 SPRUCEWOOD ST SE, NORTH CANTON, OH 44720",5500,Yoder Roofing,NOTE: This is on a pavillion @ the Eastwoods Park New 40 year premier rib metal roofing system Take off all the shingle and install synthetic underlayment Replace any bad woodInstall all new flashings as needed 
PLMB-25-159,Plumbing Permit,Residential Plumbing Permit,Water Heater,8/15/2025 12:55,Residential,"820 OAKWOOD ST SE, NORTH CANTON, OH 44720",800,,replace hot water tank
ELCT-25-123,Electrical Permit,Commercial Electrical Permit,"Outlets, Switches, and/or Lights",8/18/2025 12:39,Commercial/Industrial,"349 LINDY LANE AVE NW, NORTH CANTON, OH 44720",500,Urban Electric,Trench in front yard to repair spotlight for cross on outside building wall
WNDW-25-64,Window Permit,Commercial Window Permit,Replacement (Exact),8/14/2025 18:51,Commercial/Industrial,"237 W MAPLE ST, NORTH CANTON, OH 44720",9616,,Removing existing windows and replacing with replacement windows. 
HVAC-25-264,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,8/14/2025 15:25,Residential,"1395 NEW ENGLAND DR SE, NORTH CANTON, OH 44720",12818,Heartland Home Services dba Blind and Sons LLC,
HVAC-25-263,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,8/14/2025 14:33,Residential,"436 ADENA ST NE, NORTH CANTON, OH 44720",6273,Heartland Home Services dba Blind and Sons LLC,
ROOF-25-141,Roof Permit,Residential Roof Permit,New/ Re-Roof,8/14/2025 14:11,Residential,"1327 VALLEY DR NW, NORTH CANTON, OH 44720",8000,Coblentz Roofing & Construction,Re-roof
ELCT-25-124,Electrical Permit,Residential Electrical Permit,New Construction/Addition,8/18/2025 12:39,Residential,"417 MCKINLEY AVE SE, NORTH CANTON, OH 44720",1000,Urban Electric,Run electric to new detached garage
PLMB-25-158,Plumbing Permit,Residential Plumbing Permit,Alteration/Remodel,8/14/2025 13:12,Residential,"1050 PICKFORDE DR NE, NORTH CANTON, OH 44720",2000,Richard F. Schmidt Plumbing Inc.,"Installing new shower, 2 sinks, and toilet"
HVAC-25-262,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,8/14/2025 14:17,Residential,"2061 KINGSCOTE CIR NE, NORTH CANTON, OH 44720",12000,Heartland Home Services dba Blind and Sons LLC,
RBLD-25-118,Residential Building Permit,Residential Building Permit,Alteration/Remodel,8/21/2025 16:11,Residential,"330 CORDELIA ST SW, NORTH CANTON, OH 44720",5303,"Pioneer Basement Solutions, LLC",installing 39 LNFT interior waterproofing with new sump pump. licensed electrician will install outlet for sump pump. 
PLMB-25-157,Plumbing Permit,Residential Plumbing Permit,Water Heater,8/18/2025 16:38,Residential,"1469 RED COACH ST SE, NORTH CANTON, OH 44720",2000,H. Jack's Plumbing & Heating Co.,Replace 40 gallon HWT
CBLD-25-49,Commercial Building Permit,Commercial Building Permit,Alteration/Remodel,8/19/2025 18:55,Commercial/Industrial,"907 S MAIN ST, NORTH CANTON, OH 44720",75000,"Todd's Enviroscapes, LLC","Replace parking lot, replace handicap ramp, and install new landscaping. "
PLMB-25-156,Plumbing Permit,Residential Plumbing Permit,Natural Gas Line,8/12/2025 15:38,Residential,"881 Honeysuckle Cir NE, North Canton, Oh 44720",5800,"Unique Plumbing & Drain, Inc. ","Est to install 1""gas line to pool heater. Will make connection at existing 1"" gas line in bsmt. To install approx 70ft of 1"" wardflex gas line thru bsmt ceiling to outside heater location. To convert to balck iron pipe and fittings once outside. To install valves on both ends for isolation.  All work to have permits, registration and inspections"
HVAC-25-261,HVAC/Mechanical Permit,Commercial HVAC/Mechanical Permit,Alteration/Remodel,8/12/2025 15:59,Commercial/Industrial,"414 S MAIN ST, NORTH CANTON, OH 44720",23000,CKP Heating and Cooling LLC,
HVAC-25-260,HVAC/Mechanical Permit,Commercial HVAC/Mechanical Permit,Furnace/Air Conditioner,8/12/2025 12:47,Commercial/Industrial,"7846 BRITTANNY DR NE, NORTH CANTON, OH 44720",7000,"Crown Heating & Cooling, Inc",
ROOF-25-138,Roof Permit,Residential Roof Permit,New/ Re-Roof,8/12/2025 12:54,Residential,"631 OAKRIDGE ST SW, NORTH CANTON, OH 44720",13700,Simma inc DBA Buckeye Roofing,Remove exisiting roof and replace with landmark certainteed shingles replace ice water shield drip edge and install ridge vent. 
PLMB-25-155,Plumbing Permit,Residential Plumbing Permit,Water Heater,8/11/2025 18:34,Residential,"521 WOODSIDE AVE SE, NORTH CANTON, OH 44720",2025,Miracle Plumbing & Heating Co. Inc.,Replace 40 gal hwt
PLMB-25-154,Plumbing Permit,Residential Plumbing Permit,Water Heater,8/11/2025 18:25,Residential,"1382 ELMWOOD AVE SW, NORTH CANTON, OH 44720",1500,Miracle Plumbing & Heating Co. Inc.,Replaced 40 gal hwt
ELCT-25-119,Electrical Permit,Residential Electrical Permit,New Service/Change,8/11/2025 15:56,Residential,"202 PERSHING AVE NE, NORTH CANTON, OH 44720",800,Three Wire Electric LLC,"Repair of service, drive 2 ground rods. No service equipment was changed."
HVAC-25-259,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,8/11/2025 16:15,Residential,"600 W MAPLE ST, NORTH CANTON, OH 44720",8886,Bonsky Heating & Cooling LLC,
HVAC-25-257,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,8/11/2025 15:12,Residential,"231 CAMPUS AVE SE, NORTH CANTON, OH 44720",8224,Bonsky Heating & Cooling LLC,
HVAC-25-258,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,8/11/2025 15:39,Residential,"213 EASTBURY AVE NE, NORTH CANTON, OH 44720",24483,Crescenze Cooling & Heating,
HVAC-25-256,HVAC/Mechanical Permit,Commercial HVAC/Mechanical Permit,Furnace/Air Conditioner,8/11/2025 13:40,Commercial/Industrial,"1747 BEECHWOOD AVE NE, Unit 08, NORTH CANTON, OH 44720",3075,Wyles Heating & Air Conditioning,
ROOF-25-140,Roof Permit,Residential Roof Permit,New/ Re-Roof,8/12/2025 13:29,Residential,"1049 APPLEGROVE ST NW, NORTH CANTON, OH 44720",9800,Country construction ,"Removing existing shingles, inspect and repair roof as needed apply felt under lament , flashing,  ice and water guard  new asphalt shingles , hip shingles and drip edge . "
