Record #,Record Type,Title,Type of Improvement,Date Issued,Type of Property,Full Address,Estimated Project Value,Contractor Used,Project Description
PLMB-24-44,Plumbing Permit,Residential Plumbing Permit,Water Heater,2/8/2024 15:21,Residential,"505 BRIAR AVE NE, NORTH CANTON, OH 44720",165,"That Handyman, LLC dba That Plumber",Inspect previously installed by others  water heater and pull permit
PLMB-24-45,Plumbing Permit,Residential Plumbing Permit,Water Heater,2/8/2024 16:23,Residential,"175 APPLEGROVE ST NE, Unit A3, NORTH CANTON, OH 44720",740.55,"JEM Plumbing, INC",Hot Water Tank Replacement
PLMB-24-46,Plumbing Permit,Residential Plumbing Permit,Natural Gas Line,2/8/2024 16:24,Residential,"173 APPLEGROVE ST NE, Unit C7, NORTH CANTON, OH 44720",530.59,"JEM Plumbing, INC",Install shut off valve on gas line to furnace
PLMB-24-47,Plumbing Permit,Residential Plumbing Permit,Natural Gas Line,2/8/2024 16:25,Residential,"173 APPLEGROVE ST NE, Unit C5, NORTH CANTON, OH 44720",476.92,"JEM Plumbing, INC",Install shut off valve on gas line to furnace
PLMB-24-48,Plumbing Permit,Residential Plumbing Permit,Water Heater,2/9/2024 16:02,Residential,"220 WILBUR DR NE, Unit 02, NORTH CANTON, OH 44720",1668.05,"JEM Plumbing, INC",Hot Water Tank Replacement
HVAC-24-25,HVAC/Mechanical Permit,Commercial HVAC/Mechanical Permit,Furnace/Air Conditioner,2/9/2024 16:42,Commercial/Industrial,"300 9TH ST NW, NORTH CANTON, OH 44720",11142,SITTLER ENTERPRISES,REPLACING 2 FURNACES
WNDW-24-3,Window Permit,Residential Window Permit,Repair,2/12/2024 13:40,Residential,"1434 RED COACH ST SE, NORTH CANTON, OH 44720",20909,,"Remove and replace 18 windows, no structural change."
PLMB-24-49,Plumbing Permit,Commercial Plumbing Permit,Natural Gas Line,2/12/2024 14:16,Commercial/Industrial,"705 E MAPLE ST, Unit 2D, NORTH CANTON, OH 44720",175,"That Handyman, LLC dba That Plumber",Gas valve 
HVAC-24-27,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,2/12/2024 15:06,Residential,"1030 LYNBROOK ST SE, NORTH CANTON, OH 44720",6700,,Replace furnace and air conditioner
HVAC-24-22,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace,2/12/2024 18:25,Residential,"369 WHITTIER AVE NW, NORTH CANTON, OH 44720",6000,Heartland Home Services,gas furnace replacement
PLMB-24-50,Plumbing Permit,Residential Plumbing Permit,Water Heater,2/12/2024 18:35,Residential,"1700 BEECHWOOD AVE NE, Unit 11, NORTH CANTON, OH 44720",1400,"That Handyman, LLC dba That Plumber",Water heater replacement 
LTRL-24-12,Water or Sewer Lateral Permit,Residential Plumbing Permit,Sewer Lateral,2/12/2024 18:43,Residential,"1265 LORRELL AVE SW, NORTH CANTON, OH 44720",10000,Wilson Plumbing & Heating,"Perform an up to 120’ sewer main line replacement under asphalt and concrete driveway up to a depth of 3.5’. Concrete section of driveway from retaining wall at back of home through asphalt driveway stopping before apron up to a width of 2.5’ will be cut out, demoed and removed. Trench to be dug out exposing 6” clay sewer main from deck retaining wall to apron cutting such out and discarding. Trench to be dug out to provide proper fall of new install. Inspection from stopping point to city main and into home will be performed to verify condition of remainder of sewer, additional issues or services needed would make quote subject to change. 6” SDR 35 gasketed pipe to use code approved bands to connect onto 6” clay near home and near driveway apron. Entire length of install will be bedded with 57 limestone backfilling driveway with premium fill tamping gravel down through out driveway. Customer is responsible for concrete and asphalt replacement through driveway to include any further driveway repairs needed. X1 sewer pumping from outside clean out included. "
HVAC-24-28,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,2/12/2024 19:36,Residential,"1837 CHESWOLD CIR NE, NORTH CANTON, OH 44720",12203,Snyder's Service Now,REPLACE FURNACE AND AIR CONDITIONER
HVAC-24-24,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace,2/12/2024 19:49,Residential,"1640 PEACHTREE AVE SW, NORTH CANTON, OH 44709",12827,Snyder's Service Now,replace furn and ac 
HVAC-24-29,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,2/12/2024 20:16,Residential,"1613 HARMONY LN SW, NORTH CANTON, OH 44709",5600,Heartland Home Services,gas furnace replacement
PLMB-24-51,Plumbing Permit,Residential Plumbing Permit,Water Heater,2/13/2024 14:15,Residential,"177 APPLEGROVE ST NE, Unit C6, NORTH CANTON, OH 44720",1825.82,"JEM Plumbing, INC",Hot water tank replacement
LTRL-24-13,Water or Sewer Lateral Permit,Residential Plumbing Permit,Sewer Lateral,2/13/2024 15:24,Residential,"147 BONNETT ST SW, NORTH CANTON, OH 44720",6000,Canton Stark County Sewer Cleaning,"Mechanical excavation in driveway side of yard of the home approximately 6’ @ 4'6"" depth to remove and expose flawed section of sanitary main lateral sewer "
DEMO-24-4,Demolition Permit,Demolition Permit,Major (any stucture larger than 200 sq. ft.),2/13/2024 15:53,Residential,"407 PORTAGE ST NW, NORTH CANTON, OH 44720",17850,"Butcher & Son, Inc",
DEMO-24-3,Demolition Permit,Demolition Permit,Major (any stucture larger than 200 sq. ft.),2/13/2024 15:54,Residential,"315 PORTAGE ST NW, NORTH CANTON, OH 44720",16050,"Butcher & Son, Inc",
PLMB-24-52,Plumbing Permit,Residential Plumbing Permit,Water Heater,2/13/2024 17:16,Residential,"179 APPLEGROVE ST NE, Unit A3, NORTH CANTON, OH 44720",1825.82,"JEM Plumbing, INC",Hot water tank replacement
HVAC-24-23,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace,2/13/2024 17:32,Residential,"910 GLENWOOD ST SW, NORTH CANTON, OH 44720",5111,Snyder's Service Now,REPLACE FURN 
ELCT-24-15,Electrical Permit,Residential Electrical Permit,Other,2/13/2024 19:56,Residential,"507 GLENWOOD ST SW, NORTH CANTON, OH 44720",500,Hilscher Clarke Electric,add switch for furnace
ELCT-24-14,Electrical Permit,Residential Electrical Permit,New Service/Change,2/13/2024 20:20,Residential,"612 7TH ST NW, NORTH CANTON, OH 44720",1500,ALL OHIO ELECTRIC,SERVICE UPGRADE 
HVAC-24-26,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,2/13/2024 21:13,Residential,"507 GLENWOOD ST SW, NORTH CANTON, OH 44720",8112,"C.R. Kurtz, Inc.",Install one gas furnace and one condenser in the attic.  Run flex duct.
ELCT-24-17,Electrical Permit,Commercial Electrical Permit,"Outlets, Switches, and/or Lights",2/14/2024 13:19,Commercial/Industrial,"1177 S MAIN ST, NORTH CANTON, OH 44720",5000,"O.D. Miller Electric Co., Inc.","GFI's to code, relocate bath switch, wire (2) sconce and fan in bathroom, relocate dryer rec, install circuit for hair dryer"
HVAC-24-30,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,2/14/2024 14:47,Residential,"1790 ROCKBRIDGE CT SE, NORTH CANTON, OH 44709",13000,SITTLER ENTERPRISES,REPLACING FURNACE AND A/C
HVAC-24-31,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,2/14/2024 15:50,Residential,"431 MARQUARDT AVE NE, NORTH CANTON, OH 44720",7630,Bonsky Heating and Cooling ,Furnace replacement 
PLMB-24-53,Plumbing Permit,Residential Plumbing Permit,Water Heater,2/14/2024 17:40,Residential,"315 HILLCREST AVE NW, Unit 16, NORTH CANTON, OH 44720",1400,"That Handyman, LLC dba That Plumber",Water heater replacement 
HVAC-24-32,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,2/14/2024 18:38,Residential,"1174 SPRUCEWOOD ST SE, NORTH CANTON, OH 44720",5111,SITTLER ENTERPRISES,REPLACING FURNACE
RBLD-24-22,Residential Building Permit,Residential Building Permit,Other,2/14/2024 20:07,Residential,"518 WOODROW ST NW, NORTH CANTON, OH 44720",69201.64,"Ambia Energy, LLC",Residential roof mounted PV solar panel install.
PLMB-24-54,Plumbing Permit,Residential Plumbing Permit,Fixture Replacement,2/15/2024 16:18,Residential,"619 5TH ST NW, NORTH CANTON, OH 44720",7500,"West Shore Home, LLC",Replace tub with new shower pan and posi temp valve
PLMB-24-55,Plumbing Permit,Residential Plumbing Permit,Water Heater,2/15/2024 20:23,Residential,"179 APPLEGROVE ST NE, Unit B5, NORTH CANTON, OH 44720",1825.62,"JEM Plumbing, INC",Hot water tank replacement
ROOF-24-9,Roof Permit,Residential Roof Permit,Other,2/16/2024 21:13,Residential,"1128 BACHTEL ST SE, NORTH CANTON, OH 44720",20800,Erie Construction Mid-West LLC,TO ROOF OVER AN EXISTING SINGLE LAYER OF SHINGLES TO THE HOME.
HVAC-24-33,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,2/19/2024 13:54,Residential,"420 EASTWIND CIR NW, NORTH CANTON, OH 44720",17770,Bonsky Heating and Cooling ,furn ac replacement
CBLD-24-5,Commercial Building Permit,Commercial Building Permit,Repair,2/20/2024 13:41,Commercial/Industrial,"6100 WHIPPLE AVE NW, CANTON, OH 44710",1043,,Adding new cellular communicator and Add Fire Panel phone lines to New Communicators and test signals.
HVAC-24-34,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,2/20/2024 18:33,Residential,"317 5TH ST NW, NORTH CANTON, OH 44720",11159,ComfortPro Heating and Cooling LLC,Replace furnace and A/C
LTRL-24-15,Water or Sewer Lateral Permit,Residential Plumbing Permit,Sewer Lateral Repair/Replace,2/20/2024 19:17,Residential,"115 DONNER AVE NW, NORTH CANTON, OH 44720",12000,Canton Stark County Sewer Cleaning,"Mechanical excavation in front yard of the home to expose and remove approximately 8 LF at 11'6"" depth of main sanitary lateral sewer.  Replace with Sched 35 pvc and fittings, including tying back in downspout line that is in excavation area "
PLMB-24-56,Plumbing Permit,Residential Plumbing Permit,Alteration/Remodel,2/20/2024 21:05,Residential,"1126 W MAPLE ST, NORTH CANTON, OH 44720",2900,Heartland Home Services,Repairing Laundry 2nd floor due to fire and bringing laundry drain to codeWasher & drainsFixture replacement:½ bath2 toilets2 lavs1 tub/shower1 kitchen
RBLD-24-8,Residential Building Permit,Residential Building Permit,Alter/Remodel,2/20/2024 21:24,Residential,"155 WOODSIDE AVE SE, NORTH CANTON, OH 44720",31387.5,Glen Copeland DBA Ambia Energy LLC,The photovoltaic system of 28 panels shall be interconnected by performing a PV breaker into the existing 200A main service panel. This will produce a system size DC of 10.22
ELCT-24-18,Electrical Permit,Residential Electrical Permit,New Service/Change,2/21/2024 19:58,Residential,"205 WEBER AVE NE, NORTH CANTON, OH 44720",500,,100 to 200 amp Service Upgrade
ELCT-24-16,Electrical Permit,Residential Electrical Permit,Other,2/21/2024 20:13,Residential,"518 WOODROW ST NW, NORTH CANTON, OH 44720",69201.64,"Ambia Energy, LLC",Residential roof mounted PV solar panel install.
HVAC-24-35,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,2/22/2024 15:43,Residential,"1235 OVERLAND AVE NE, NORTH CANTON, OH 44720",7939,Shanklin Heating and Air Conditioning LLC,Replace furnace 
PLMB-24-58,Plumbing Permit,Residential Plumbing Permit,Other,2/22/2024 18:21,Residential,"200 WISE AVE NE, NORTH CANTON, OH 44720",9000,"R T Hampton Plumbing & Heating, Inc",Replacement of Water Main Line from House to Curb
ELCT-24-19,Electrical Permit,Commercial Electrical Permit,"Outlets, Switches, and/or Lights",2/22/2024 18:29,Commercial/Industrial,"1102 SUNFORD AVE SE, Unit 1112, NORTH CANTON, OH 44720",200,Madden electric ,1006 schneider st replace gfi in bathroom1104 schneider st replace gfi in bathroom1108 schneider st replace gfi in upper bath1112 sunford replace gfi up and down bath1118 sunford replace gfi up and down bath
ELCT-24-20,Electrical Permit,Commercial Electrical Permit,"Outlets, Switches, and/or Lights",2/22/2024 18:31,Commercial/Industrial,"1145 S MAIN ST, Unit 303, NORTH CANTON, OH 44720",200,Madden electric ,303 gfi in kitchen and bathroom208 gfi in kitchen and bathroom108 gfi in kitchen and bathroom
ELCT-24-21,Electrical Permit,Commercial Electrical Permit,"Outlets, Switches, and/or Lights",2/22/2024 18:32,Commercial/Industrial,"201 ROSE LANE ST SW, Unit 201, NORTH CANTON, OH 44720",200,Madden electric ,206 replace gfi in kitchen and bathroom303 replace gfi in kitchen and bathroom
PLMB-24-60,Plumbing Permit,Residential Plumbing Permit,Other,2/22/2024 20:44,Residential,"222 SCHNEIDER ST SE, Unit 222, NORTH CANTON, OH 44720",100,Quinn Plumbing,Valve replacement
HVAC-24-36,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,2/23/2024 13:45,Residential,"135 WISE AVE SE, NORTH CANTON, OH 44720",134111,SITTLER ENTERPRISES,REPLACING FURNACE AND A/C
RBLD-24-24,Residential Building Permit,Residential Building Permit,New Construction/Home,2/23/2024 17:52,Residential,"920 HONEYSUCKLE CIR NE, NORTH CANTON, OH 44720",500001,A C Construction Stark Inc.,New Single Family Residence
PLMB-24-62,Plumbing Permit,Residential Plumbing Permit,Water Heater,2/23/2024 19:45,Residential,"187 APPLEGROVE ST NE, Unit A1, NORTH CANTON, OH 44720",1552.98,"JEM Plumbing, INC",Hot water tank replacement
PLMB-24-63,Plumbing Permit,Residential Plumbing Permit,Water Heater,2/26/2024 13:14,Residential,"1650 BENNINGTON CIR SW, NORTH CANTON, OH 44709",1600,By-tor Contracting Inc,Exchange water heater
PLMB-24-57,Plumbing Permit,Residential Plumbing Permit,Other,2/26/2024 16:50,Residential,"1013 WOODSIDE AVE SE, NORTH CANTON, OH 44720",500,"R T Hampton Plumbing & Heating, Inc",Working at duplex; 1013-1015 Woodside Ave SE. Replace gas valves (5) 
RBLD-24-4,Residential Building Permit,Residential Building Permit,Addition,2/26/2024 18:16,Residential,"360 EASTBURY AVE NE, NORTH CANTON, OH 44720",51040,Glen Copeland DBA Ambia Energy LLC,Residential Roof Mounted PV 21.06 kW Solar Panel Installation
HVAC-24-37,HVAC/Mechanical Permit,Commercial HVAC/Mechanical Permit,Furnace/Air Conditioner,2/26/2024 21:28,Commercial/Industrial,"340 HILLCREST AVE NW, Unit 3, NORTH CANTON, OH 44720",2000,"ameripro plumbing and heating, llc",REPLACEMENT FURNACE
PLMB-24-64,Plumbing Permit,Residential Plumbing Permit,Water Heater,2/27/2024 15:14,Residential,"807 WERSTLER AVE NW, NORTH CANTON, OH 44720",1400,Wiese Plumbing,replaced water heater
ROOF-24-10,Roof Permit,Residential Roof Permit,New/ Re-Roof,2/27/2024 15:44,Residential,"220 MAPLECREST ST SW, NORTH CANTON, OH 44720",9800,B M Roofing,removal and replacement of existing roof.
HVAC-24-40,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,2/27/2024 16:38,Residential,"1009 TERRACE RD NW, NORTH CANTON, OH 44720",3663,Wyles Heating & Air Conditioning,Replacing furnace
WNDW-24-4,Window Permit,Residential Window Permit,Partial Replacement,2/28/2024 12:14,Residential,"527 HEATHERWOOD ST SW, NORTH CANTON, OH 44720",5300,,Replacing one 3-wide living room window with Pella (front elevation)
ELCT-24-25,Electrical Permit,Commercial Electrical Permit,"Outlets, Switches, and/or Lights",2/28/2024 15:32,Commercial/Industrial,"444 N MAIN ST, NORTH CANTON, OH 44720",560,"O.D. Miller Electric Co., Inc.",GFI protection and correct electrical throughout building
LTRL-24-16,Water or Sewer Lateral Permit,Residential Plumbing Permit,New Sewer Lateral,2/28/2024 18:13,Residential,"920 HONEYSUCKLE CIR NE, NORTH CANTON, OH 44720",800,Beacon Excavating,new home build
PLMB-24-61,Plumbing Permit,Residential Plumbing Permit,Other,2/28/2024 18:46,Residential,"336 HILLCREST AVE NW, NORTH CANTON, OH 44720",1000,"That Handyman, LLC dba That Plumber",Update gas valves in 16 units
ELCT-24-24,Electrical Permit,Residential Electrical Permit,"Outlets, Switches, and/or Lights",2/29/2024 2:08,Residential,"241 BRIAR AVE NE, NORTH CANTON, OH 44720",400,,"I woukld like to run a 20a line from my service on a dedicated AFCI breaker to a new shed I am having installed and plan to use 12/2 Type UF-B Cable with ground wire and put it in schedule 40 1"" conduit underground and use schedule 80 anywhere above ground. I would also like to install a 20a GFI outlet in the shed and a LED light with a switch"
ELCT-24-27,Electrical Permit,Commercial Electrical Permit,"Outlets, Switches, and/or Lights",2/29/2024 13:29,Commercial/Industrial,"450 N MAIN ST, NORTH CANTON, OH 44720",600,"O.D. Miller Electric Co., Inc.",GFI protection and corrected electrical throughout building
PLMB-24-71,Plumbing Permit,Residential Plumbing Permit,Fixture Replacement,2/29/2024 13:59,Residential,"515 6TH ST NW, NORTH CANTON, OH 44720",500,"That Handyman, LLC dba That Plumber",Replace waste stack and gas valve 
ELCT-24-28,Electrical Permit,Commercial Electrical Permit,"Outlets, Switches, and/or Lights",2/29/2024 14:01,Commercial/Industrial,"340 HILLCREST AVE NW, NORTH CANTON, OH 44720",500,"O.D. Miller Electric Co., Inc.",Per City Inspector - Exterior electrical lines smashed conduit & pinching wires on (1) air conditioner
ELCT-24-33,Electrical Permit,Commercial Electrical Permit,"Outlets, Switches, and/or Lights",2/29/2024 14:06,Commercial/Industrial,"1660 BEECHWOOD AVE NE, NORTH CANTON, OH 44720",600,"O.D. Miller Electric Co., Inc.",GFI protection and correct electrical throughout
ELCT-24-32,Electrical Permit,Commercial Electrical Permit,"Outlets, Switches, and/or Lights",2/29/2024 14:07,Commercial/Industrial,"1313 S MAIN ST, NORTH CANTON, OH 44720",600,"O.D. Miller Electric Co., Inc.",GFI protection and correct electrical throughout
ELCT-24-31,Electrical Permit,Commercial Electrical Permit,"Outlets, Switches, and/or Lights",2/29/2024 14:08,Commercial/Industrial,"1309 S MAIN ST, NORTH CANTON, OH 44720",600,"O.D. Miller Electric Co., Inc.",GFI protection and correct electrical throughout
ELCT-24-30,Electrical Permit,Commercial Electrical Permit,"Outlets, Switches, and/or Lights",2/29/2024 14:09,Commercial/Industrial,"1307 S MAIN ST, NORTH CANTON, OH 44720",600,"O.D. Miller Electric Co., Inc.",GFI protection and correct electrical throughout building
ELCT-24-29,Electrical Permit,Commercial Electrical Permit,"Outlets, Switches, and/or Lights",2/29/2024 14:09,Commercial/Industrial,"1740 BEECHWOOD AVE NE, NORTH CANTON, OH 44720",300,"O.D. Miller Electric Co., Inc.",Per City Inspector - Exposed circuit in main breaker box
ROOF-24-11,Roof Permit,Residential Roof Permit,New/ Re-Roof,2/29/2024 19:09,Residential,"507 HARTMAN ST SE, NORTH CANTON, OH 44720",7900,Bronco Roofing LLC,complete tear off of existing roof and reroof. Replace bad wood as needed.
PLMB-24-72,Plumbing Permit,Commercial Plumbing Permit,Water Heater,2/29/2024 20:13,Commercial/Industrial,"1880 BEECHWOOD AVE NE, Unit 08, NORTH CANTON, OH 44720",2000,D & A Plumbing and Heating ,"WATER HEATER REPLACEMENT, LIKE FOR LIKE"
WTAP-24-5,New Water Service / Tap-In,Water Connection Permit (Residential),Single-Family Residential,2/29/2024 20:48,,"8265 Macthomas Ave NW, North Canton, Ohio 44720",,,
